name,city,province,region,type,beds,phone,email,website,latitude,longitude,address,source,id,place_id
Duc De Tovar,,Tanger-Tetouan-Al Hoceima,,HR,800.0,,,,,,,gov,290,
Assilah,,Tanger-Tetouan-Al Hoceima,,HPr,150.0,+212 39 85 22 11,,,,,"Route de la plage, Assilah, Maroc",gov,291,
Ben Karrich,,Tanger-Tetouan-Al Hoceima,,HP,250.0,,,,,,,gov,292,
Hôpital.Civil,,Tanger-Tetouan-Al Hoceima,,HP,500.0,+212 537 75 15 00,hopital.civil@minss.gov.ma,https://www.minss.gov.ma/hopital-civil,,,"BP 1234, 10000 Rabat",gov,293,
Hopital des spécialités Bougafer,,,,Hôpital,500.0,+212 524 43 31 31,,,30.9189287,-6.9044736,"Boulevard Mohammed VI, 40000 Marrakech, Maroc",osm,294,
Clinique Rif,,,,Hôpital,50.0,+212 539 93 93 93,cliniquerif@gmail.com,https://www.cliniquerif.ma,35.5867664,-5.3469081,"Boulevard Mohammed VI, 93000 Tanger, Maroc",osm,295,
Clinique Khlalfa,,,,Hôpital,350.0,,,,34.6695404,-4.6212783,,osm,296,
Hopital Ibn Sina /CHU Ibn SIna,,,,Hôpital,1000.0,+212 35 937 333,,,33.9838968,-6.8504077,"Boulevard de l'Armée Royale, 20100 Fès",osm,297,
Hospital,,,,Hôpital,500.0,,,,31.1365498,-7.9177123,,osm,298,
Hôpital Espagnol,Tétouan,,,Hôpital,500.0,+212 539 83 31 31,,,35.5723502,-5.3877507,"Boulevard Mohammed VI, Tétouan, Maroc",osm,299,129.0
Clinique Al karaouiyine,rue imam ali fes nouvelle,,,Clinique,100.0,,,,34.0397083,-5.0046747,"Rue Imam Ali, Fes Nouvelle, Fès, Maroc",osm,300,130.0
Hôpital Riad Al Mokha,,,,Hôpital,500.0,+212 524 37 44 44,riadalmokha@hopital.ma,https://www.hopitalriadalmokha.ma,31.6228327,-7.9880222,"Rue de la Liberté, 40000 Marrakech",osm,301,
Hopital Moulay Youssef,,,,Hôpital,500.0,+212 537 73 73 73,hopital.moulayyoussef@minss.gov.ma,https://www.hopitalmoulayyoussef.ma,34.0102418,-6.8613729,"Boulevard Moulay Youssef, 40000 Rabat, Maroc",osm,302,
Hôpital Jdid,,,,Hôpital,500.0,0524 43 31 31,hjdid@msssi.ma,https://www.hopitaljdid.ma,31.9305602,-4.430281,"Boulevard Mohammed VI, 40000 Marrakech",osm,303,
Clinique Badr مصحة بدر,,,,Clinique,150.0,+212 524 38 00 00,info@cliniquebadr.ma,https://www.cliniquebadr.ma,33.5948697,-7.6410981,"Route de Casablanca, 10000 Marrakech",osm,304,
clinique dentaire casablanca (cdc),,,,Clinique,40.0,+212 5 22 23 45 67,cdc@casablanca.ma,https://www.cdc.ma,33.5873182,-7.6482571,"Avenue des F.A.R. - 20100 Casablanca, Maroc",osm,305,
Centre consultation et traitement dentaires,,,,Hôpital,300.0,,,,33.5730773,-7.6206013,,osm,306,
Polyclinique CNSS,,,,Clinique,500.0,+212 5 22 22 22 22,cnss@cnss.ma,https://www.cnss.ma,34.6699141,-1.9114833,"BP 1451, Casablanca",osm,307,
Clinique Isly,Oujda,,,Clinique,60.0,+212 536 70 07 02,,,34.6729734,-1.9256756,"Route de la Zaat, Oujda",osm,308,131.0
Polyclinique Internationale de Rabat,,,,Clinique,140.0,+212 537 73 73 73,,,34.0207477,-6.8230042,"Boulevard Mohammed V, Rabat 10000, Maroc",osm,309,
Centre de santé Bab El Ain,Chefchaouen,,,Clinique,20.0,0618-718038,,,35.167467,-5.2654636,"Chefchaouen, Province de Tanger-Tétouan-Al Hoceïma, Maroc",osm,310,133.0
Croissant Rouge الهلال الأحمر,Chefchaouen,,,Clinique,80.0,,,,35.1688177,-5.2717462,,osm,311,133.0
Centre de santé Al Haouta,,,,Clinique,150.0,0539 93 23 11,,,35.1691664,-5.2627321,"Route de Tanger, Al Haoua, Tanger, Maroc",osm,312,
Clinique du Chellah,,,,Clinique,150.0,+212 5 37 63 63 63,cliniqueduchellah@gmail.com,https://cliniqueduchellah.ma,34.016585,-6.829677,"Rue de la Clinique, Chellah, Rabat, Maroc",osm,313,
Hôpital Mohammed V,,,,Hôpital,1000.0,0539986228,,https://hopitalmohammedv.ma/,35.1690506,-5.2703159,"Boulevard de l'Académie, 10100 Rabat",osm,314,
Clinique d'accouchement,,,,Clinique,54.0,,,,33.5930596,-7.6240936,,osm,315,
Clinique La Ménara,,,,Clinique,100.0,0524 43 33 33,,,34.0143671,-6.8312643,"Boulevard de la Menara, 40000 Marrakech",osm,316,
D'ophtamologie Dc Rafi,,,,Clinique,128.0,,,,34.0159318,-6.8273553,,osm,317,
Dc Khachani,,,,Clinique,43.0,,,,34.0156518,-6.8271189,,osm,318,
Clinique Souissi,,,,Clinique,150.0,0537 63 44 44,,,33.9766467,-6.835629,"Rue de la Clinique, Souissi, Rabat, Maroc",osm,319,
Laboratoire D'Analyses Medicales Abdelmoumen,Oujda,,,Clinique,31.0,+212 536687474,,,34.6750336,-1.90484,"Route de la Zitoune, 60000 Oujda, Maroc",osm,320,131.0
Clinique des Ambassadeurs,,,,Clinique,120.0,+212 5 22 33 44 55,info@cliniquedesambassadeurs.ma,https://www.cliniquedesambassadeurs.ma,33.9618647,-6.8226646,"Rue des Ambassadeurs, Casablanca",osm,321,
Clinique du Sebou,,,,Clinique,80.0,+212 537 360331,,,34.2626077,-6.5721098,"Route de Sidi Kacem, 24000 Kenitra, Maroc",osm,322,
Clinique du Bouregreg,,,,Clinique,150.0,+212 5 27 22 22 22,,,34.0209439,-6.8234519,"Route de Rabat, 27000 Salé, Maroc",osm,323,
Centre de Pédiatrie,,,,Clinique,80.0,,,,34.0211375,-6.8229674,,osm,324,
Centre de santé Ain el Haouzi,Chefchaouen,,,Clinique,40.0,,,,35.1791344,-5.2795286,"Chefchaouen, Province de Tanger-Tétouan-Al Hoceïma, Maroc",osm,325,133.0
Centre de santé Dhar Ben Ayed,Chefchaouen,,,Clinique,40.0,,,,35.1545119,-5.2757137,"Chefchaouen, Province de Tanger-Tétouan-Al Hoceïma, Maroc",osm,326,133.0
Centre hospitalier universitaire Hassan II,,,,Hôpital,1200.0,+212 (0) 35 53 53 53,chufes@chufes.ma,https://chufes.ma,34.0036766,-4.9637961,"BP 737, Avenue Ibn Sina, 20100 Fès",osm,327,
clinique fedala مستشفى مولاي عبد الله,,,,Clinique,80.0,,,,33.6949272,-7.391223,,osm,328,
clinique anfa,,,,Clinique,150.0,+212 5 22 33 44 55,clinique.anfa@maroc.hopitaux,https://cliniqueanfa.ma,33.6949095,-7.3799045,"Rue de l'Anfa, Casablanca",osm,329,
Centre de santé urbain et maison d'accouchements,,,,Clinique,40.0,,,,30.5304859,-7.9277822,null,osm,330,
Institut de Formation aux Carrières de Santé (IFCS),,,,Hôpital,500.0,+212 537 73 73 73,ifcs@minss.gov.ma,https://www.minss.gov.ma/ifcs,30.4370606,-9.5885356,"Boulevard de l'Académie, 10100 Rabat",osm,331,
Hôpital Sidi Othmane,,,,Hôpital,600.0,,,,33.5585424,-7.5733008,,osm,332,
Premiers secours,Beni Ensar,,,Hôpital,150.0,+212 6 12 34 56 78,premierssecours.beniensar@hopitaux.ma,https://www.hopitaux.ma/premiers-secours-beni-ensar,35.2684815,-2.9275725,"Route de la ville, Beni Ensar, Maroc",osm,333,134.0
Clinique Achifa,Béni Mellal,,,Clinique,50.0,+212523483545/+212523486841/+212661231680,clinique.achifa@gmail.com,,32.331662,-6.3618831,"Route de Marrakech, Béni Mellal, Maroc",osm,334,135.0
Laboratoire Central D'Analyses Médicales du Tadla,Béni Mellal,,,Hôpital,400.0,0523486448,,,32.3336887,-6.3602737,"Route de Marrakech, Béni Mellal, Maroc",osm,335,135.0
Clinique les oliviers,Béni Mellal,,,Clinique,50.0,0523483629,cliniquelosoliviers@gmail.com,,32.3338066,-6.3639932,"Boulevard Mohammed VI, Béni Mellal, Maroc",osm,336,135.0
Clinique Al adarissa,Béni Mellal,,,Clinique,150.0,0523420242 - 0523420516,info@cliniqe-al-adarissa.ma,https://www.clinique-al-adarissa.ma,32.3341465,-6.3647335,"Route de Marrakech, Béni Mellal, Maroc",osm,337,135.0
Délégation de la santé Azilal,,,,Clinique,150.0,+212 5 23 45 81 98,ds.azilal@minss.gov.ma,,31.9667638,-6.5671914,"Route de Marrakech, Azilal, Maroc",osm,338,
laboratoire dentaire,,,,Clinique,20.0,+212 6 67 90 06 28,,,31.960968,-6.5695142,,osm,339,
Clinique Atlas,Béni Mellal,,,Clinique,100.0,+212523488725,,,32.3307633,-6.3606517,"Route de Marrakech, Béni Mellal",osm,340,135.0
clinique Assalam,Béni Mellal,,,Clinique,150.0,+212523486438/+212523486439,clinique.assalam@benimellal.ma,https://cliniqueassalam.ma,32.3320732,-6.3609307,"Boulevard Mohammed VI, Béni Mellal, Maroc",osm,341,135.0
Clinique Alamal,Béni Mellal,,,Clinique,50.0,+212523489888/+212523489780/+212668637293,cliniquealamal@gmail.com,,32.3321594,-6.3597022,"Route de Marrakech, Béni Mellal",osm,342,135.0
Clinique Agadir des spécialités,,,,Clinique,120.0,0528848484,,www.docteurchliyah.com,30.4148236,-9.5942244,"BP 2128, Agadir",osm,343,
Clinique médicale عيادة طبية,,,,Clinique,40.0,,,,31.3739815,-5.9860432,Adresse non trouvée,osm,344,
dispensaire,,,,Hôpital,20.0,,,,31.3541325,-5.2900705,,osm,345,
الترويض الطبي,,,,Hôpital,1000.0,+212 5 22 22 22 22,troiziatif@hassan2.edu.ma,https://www.hassan2.edu.ma,31.6318134,-8.0572744,"الدار البيضاء, Morocco",osm,346,
Clinique Abdelmoumen,,,,Clinique,50.0,00212522980298,clinique.abdelmoumen@gmail.com,https://cliniqueabdelmoumen.ma,33.5652215,-7.6275311,"Rue des Orangers, Casablanca",osm,347,
Clinique taghzout مصحة تاغزوت,,,,Clinique,150.0,+212 5283-32333,info@clinitaghzout.ma,http://cliniquetaghzout.com/,30.3606176,-9.5349066,"Route de Tanger, 80000 Tanger, Maroc",osm,348,
Croissant Rouge Marocain,,,,Clinique,20.0,+212 537 374305,info@croissant-rouge.ma,https://www.croissant-rouge.ma/,34.2563161,-6.5896498,,osm,349,
Hôpital Public Hay Said HAJJI,,,,Clinique,500.0,+212 44 38 22 22,,,34.0743862,-6.7859846,"Boulevard Mohammed VI, 40000 Marrakech, Maroc",osm,350,
Clinique Assalam,,,,Clinique,150.0,+212 5 22 33 44 55,info@cliniqueassalam.ma,https://cliniqueassalam.ma,32.9946281,-7.6171154,"Rue de la Clinique, Casablanca, Maroc",osm,351,
Azzouzi صيدلية العزوزي,Fés,,,Hôpital,600.0,0535960428,,,32.9980669,-7.6187673,"Fés, Maroc",osm,352,136.0
Centre de santé ksiba,,,,Hôpital,30.0,,,,30.2800902,-9.1557017,,osm,353,
مصحة المطار,,,,Clinique,200.0,+212 5 22 33 44 55,info@msahma.com,https://www.msahma.ma,31.5954941,-8.0278849,"Route de l'aéroport, Casablanca",osm,354,
Clinique Maâmoura,,,,Clinique,150.0,+212 5 24 68 00 00,clinique.maamoura@hopitaux-marocains.ma,https://www.cliniquemaamoura.ma,34.257949,-6.5824278,"Rue de la Clinique, Maâmoura, Maroc",osm,355,
Clinique Benjelloun,,,,Clinique,50.0,+212 5 22 33 44 55,clinique.benjelloun@gmail.com,https://cliniquebenjelloun.ma,34.2596517,-6.5775181,"Rue Benjelloun, Casablanca",osm,356,
Centre Belge de rééducation et readaptation,,,,Clinique,80.0,,,,34.0446041,-5.0028179,,osm,357,
Clinique Slaiki,,,,Clinique,50.0,0535620775,info@cliniqueslaiki.ma,https://cliniqueslaiki.ma,34.0390525,-4.9937218,"Rue Slaiki, Casablanca",osm,358,
Clinique de fez,rue abdessalam serghini,,,Clinique,80.0,0535620307,,,34.0432026,-4.9965422,"Rue Abdessalam Sergini, Fès",osm,359,137.0
Clinique de l'os et du sport,,,,Clinique,80.0,,,,34.0384815,-4.9946723,null,osm,360,
Clinique Oumouma,,,,Clinique,120.0,,,,31.6497404,-8.0421509,,osm,361,
Clinique Grand Atlas,,,,Clinique,150.0,022 43 44 00,info@cliniquegrandatlas.ma,https://www.cliniquegrandatlas.ma,31.6511833,-8.0417553,"BP 115, Route de Rabat, Casablanca",osm,362,
Clinique El Hitmi,Fès,,,Clinique,150.0,0535353535,info@elhitmi.ma,https://www.elhitmi.ma,34.0420918,-5.0116872,"Boulevard Mohammed V, Fès 30000, Maroc",osm,363,138.0
Clinique spécialisée Menara المصحة المختصة المنارة,,,,Clinique,150.0,0524 43 31 31,,,31.6405221,-8.0120108,"Boulevard de la Menara, Marrakech",osm,364,
Clinique Dr Boudali,,,,Clinique,60.0,,,,34.0378938,-4.9939771,,osm,365,
Clinique Ben Moussa,87 RUE OMAR EL DRISSI,,,Clinique,30.0,0535622734,,,34.0386401,-4.9934857,"87 RUE OMAR EL DRISSI, Ville non spécifiée",osm,366,139.0
Hopital ait bayoud مستشفى أيت بيوض,,,,Hôpital,150.0,+212 528 88 88 88,hopital.aitbayoud@maroc.hopitaux,https://hopital.aitbayoud.ma,31.3193378,-9.3172844,"Route de la ville, Aït Bayoud, Province de Tiznit, Maroc",osm,367,
Hôpital Ben Guerir مستشفى ابن جرير,ابن جرير,,,Hôpital,550.0,+212 24 86 44 44,,,32.2396786,-7.959034,"Route de Marrakech, 43150 Ibn Sina, Ben Guerir, Marrakech-Safi, Maroc",osm,368,140.0
Clinique Almajd,Fés,,,Clinique,150.0,0535353535,info@cliniquealmajd.ma,https://www.cliniquealmajd.ma,34.0171995,-5.0169317,"Boulevard Mohammed VI, Fès, Maroc",osm,369,136.0
Centre Hémodialyse Moulay Driss,,,,Clinique,20.0,+212 535 63 63 63,,,34.0257104,-5.0242824,"Route de Rabat, 10000 Fès, Maroc",osm,370,
Clinique les Mimosas,,,,Clinique,600.0,+212 537 379 798;+212 537 379 799,,,34.2568149,-6.5931964,,osm,371,
Clinique Les Jumelles,,,,Clinique,100.0,0535656363,info@lesjumelles.ma,https://www.lesjumelles.ma,34.030257,-4.9985712,"Rue des Jumelles, Casablanca, Maroc",osm,372,
Clinique Saada,,,,Clinique,50.0,+212 5 22 33 44 55,cliniquesaada@gmail.com,https://cliniquesaada.ma,34.0254959,-5.0041032,"Rue de la Clinique, Casablanca",osm,373,
clique assalam,ait skatou,,,Clinique,80.0,0535930185,,,34.0260471,-4.9994625,"Ait Skatou, Maroc",osm,374,141.0
Polyclinique du Rif مصحة الريف,الناظور,,,Clinique,200.0,0539 53 53 53,,,35.1713585,-2.9196463,"Route de Tanger, 52000 Al Hoceima, Maroc",osm,375,142.0
Afergoulla,,,,Hôpital,80.0,,,,29.785968,-9.5907592,,osm,376,
Avicenne ابن سينا,,,,Clinique,500.0,0522793300,avicenne@hopitalavicenne.ma,https://www.hopitalavicenne.ma,33.5542874,-7.6110661,"Rue Ibn Sina, Casablanca, Maroc",osm,377,
Hôpital Mariouari et Idoudouhan ⵙⴻⴱⴼⵉⵟⴰⵔ ⴻⵏ ⵢ'ⴷⵓⴷⵓⵃⴻⵏ مستشفى ماريواري وإدودوحن,,,,Hôpital,80.0,,,,35.3013131,-2.9755224,,osm,378,
Centre de Santé Communal Iznaguen المركز السحي الجماعي إزناكن,,,,Clinique,40.0,,,,30.469341,-7.4000672,,osm,379,
Clinique Bournazel,,,,Clinique,80.0,,,,33.5761131,-7.5484865,,osm,380,
Laboratoire d'analyses médicales Attacharouk,,,,Clinique,80.0,,,,33.5732378,-7.5301711,,osm,381,
Poste médical,,,,Hôpital,600.0,,,,30.4176305,-9.6051676,,osm,382,
département médico technique centre de diagnostic,,,,Hôpital,700.0,,,,30.4729314,-8.8765138,,osm,383,
Centre de santé comunal Birganouz,,,,Clinique,40.0,,,,22.0535,-16.7517521,,osm,384,
Polyclinique Annakhil,,,,Clinique,90.0,0535693704,info@polyclinique-annakhil.ma,https://www.polyclinique-annakhil.ma/,33.9950093,-4.9934955,,osm,385,
clinique Zohour,,,,Clinique,150.0,+212 5 22 33 44 55,info@cliniquezohour.ma,https://cliniquezohour.ma,33.9037765,-5.5555063,"Avenue Mohammed VI, 10000 Casablanca, Maroc",osm,386,
Clinique Rabat Zaers,,,,Clinique,120.0,+212537656565,,,34.0018731,-6.8270427,"Boulevard Mohammed VI, Zaers, Rabat, Maroc",osm,387,
Cabinet Cardiologue,,,,Clinique,30.0,+212535641464,,,34.0356801,-5.0007628,,osm,388,
Cabinet de Rheumatologie,rue mohamed ZARKTOUNI FEZ,,,Hôpital,600.0,0535625099,,,34.0369853,-5.0019344,"rue mohamed ZARKTOUNI, Fès",osm,389,143.0
Arrazi Radiologie,Tanger,,,Clinique,40.0,,,,35.7762857,-5.8140609,"Tanger, Maroc",osm,390,144.0
Centre De Biologic Medicale,Tanger,,,Clinique,300.0,+212 539 93 31 31,cbm@cbm.ma,https://www.cbm.ma,35.7734271,-5.8098306,"Zone Industrielle, Tanger, Maroc",osm,391,144.0
Laboratore de Biologie Medicale Casa Analyses,,,,Clinique,500.0,+212 5 22 33 44 55,info@casanalyses.ma,https://www.casanalyses.ma,33.5695573,-7.5958671,"Rue de la Biologie Médicale, Casa-Annees, Maroc",osm,392,
Clinique Aoufi,Tanger,,,Clinique,50.0,+212 539 93 53 53,clinique.aoufi@gmail.com,https://clinique-aoufi.ma,35.7820882,-5.8220505,"Tanger, Maroc",osm,393,144.0
Clinique Zarhoun,,,,Clinique,150.0,0522 43 43 43,info@cliniquezarhoun.ma,https://cliniquezarhoun.ma,33.5850365,-7.6142472,"Rue Hassan II, Casablanca",osm,394,
Clinique les princes مصحة الأمراء,,,,Hôpital,150.0,+212 5 22 33 44 55,info@lesprinces.ma,https://www.lesprinces.ma,33.5878622,-7.6195697,"Rue des Princes, Casablanca",osm,395,
Infirmary,,,,Hôpital,70.0,,,,31.5342243,-7.9927378,,osm,396,
Clinique Hamdani,,,,Clinique,150.0,+212 5 22 33 44 55,clinique.hamdani@gmail.com,https://cliniquehamdani.ma,33.5739867,-7.6307733,"Boulevard Mohammed VI, 20100 Casablanca, Maroc",osm,397,
Clinique Hermitage,,,,Clinique,120.0,+212 537 73 73 73,clinique.hermitage@maroc.dz,https://clinique-hermitage.ma,33.5688746,-7.6141718,"Boulevard de l'Académie, 10 000 Rabat",osm,398,
Chirurgie Generale Medecine Nucleaire,,,,Clinique,150.0,+212 5 22 33 44 55,info@chirurgiegeneralemedecine.com,https://chirurgiegeneralemedecine.ma,31.6495455,-8.0482873,"Rue des Champs-Élysées, Casablanca, Maroc",osm,399,
Mosah Medical,,,,Clinique,200.0,+212 5 22 33 44 55,info@mosahmedical.ma,https://www.mosahmedical.ma,35.0818682,-2.2279876,"Boulevard de l'Armée Royale, 10170 Casablanca, Maroc",osm,400,
clinique nour,6 rue kasem amine,,,Clinique,80.0,0535944647,,,34.0306715,-5.0093894,"6 rue Kasem Amine, [ville non spécifiée]",osm,401,145.0
clinique haj abdehadi,ain kadous fez,,,Clinique,70.0,0535700470,,,34.0617107,-5.0131736,"Ain Kadous, Fès, Maroc",osm,402,146.0
Centre Ibtissam,,,,Clinique,60.0,,,,34.0205982,-6.8242519,,osm,403,
Cabinet Medicale,,,,Clinique,50.0,,,,34.0103968,-6.8596651,,osm,404,
Cabinet De Pêdiatrie,,,,Clinique,50.0,,,,34.000426,-6.8471438,,osm,405,
Riyadh Al Qastani Hospital مستشفى رياض القسطاني,,,,Hôpital,500.0,+212 5 22 33 44 55,info@riyadh-al-qastani-hospital.ma,https://www.riyadh-al-qastani-hospital.ma,33.8974417,-5.5640886,"Riyadh Al Qastani Hospital, Casablanca, Morocco",osm,406,
أمراض القلب,,,,Clinique,40.0,0522369785,,,33.584284,-7.6506214,"الدار البيضاء, Morocco",osm,407,
مصحة المبادرة,,,,Clinique,150.0,+212 5 22 79 23 45,,,33.8167417,-6.0707752,"الدار البيضاء, Morocco",osm,408,
clinique kindi,,,,Clinique,80.0,,,,33.5844776,-7.650758,,osm,409,
clinique Elmouahidin,,,,Clinique,70.0,+212 524 43 31 31,,,33.5880851,-7.5459223,"Rue El Mokhtar Arssna, 40000 Marrakech",osm,410,
clinique ain saba3,,,,Clinique,500.0,,,,33.6123974,-7.5434849,,osm,411,
Clinique Andalouss مصحة الاندلس,,,,Clinique,150.0,0524 43 43 43,info@cliniqueandalouss.ma,https://www.cliniqueandalouss.ma,33.5968647,-7.6545628,"Boulevard Mohammed VI, 40000 Marrakech",osm,412,
Laboratory,,,,Hôpital,120.0,,,,33.5354999,-7.7256209,,osm,413,
Akdital Clinique Ain Berja,,,,Clinique,120.0,+212 5 88 83 34 56,info@akdital.ma,https://www.akdital.ma,33.5853946,-7.5964818,"Route de la clinique, Ain Berja, Maroc",osm,414,
clinique firdaous,,,,Clinique,80.0,,,,33.6050363,-7.5192692,,osm,415,
Obstetrics and Gynecology Clinic,,,,Clinique,60.0,,,,33.8969484,-5.5461317,,osm,416,
مصحة تعاضدية رجال التعليم - كنوبس,,,,Clinique,200.0,+212 5 35 44 44 44,mohamed.aziz@edu.ma,https://www.education.ma,33.5927448,-7.6247862,"Route de Kenouas, Kenouas, Kenitra",osm,417,
مركز الفحص بالاشعة- النافورة,,,,Clinique,40.0,0537361942,,,34.259658,-6.5831897,"Rue de la Nafoura, Casablanca",osm,418,
Dr Badaoui ABDELLATIF Ophtalmo,,,,Clinique,40.0,,,,33.5915471,-7.6156491,,osm,419,
مستشفى,بني ملال,,,Clinique,500.0,+212 48 82 23 45,hopital.benimellal@ministere-sante.gov.ma,https://www.hopital-benimellal.ma,32.3553519,-6.3613516,"Route de Fes, 53000 Beni Mellal, Maroc",osm,420,147.0
polyclinique dar asseha,,,,Clinique,80.0,+2125355-16110,,,33.9044528,-5.542578,,osm,421,
Hospital CNSS,,,,Hôpital,1000.0,+212 537 73 73 73,,,33.6107521,-7.5008035,"BP 1346, Rabat",osm,422,
Cabinet Dr Siham BENALI OUMJOUD,Sidi Allal El Bahraoui ⵙⵉⴷⵉ ⵄⵍⵍⴰⵍ ⴰⴱⵃⵔⴰⵡⵉ سيدي علال البحراوي,,,Hôpital,50.0,+212 5 28 23 34 56,dr.siham.benali@hopital-sidi-allal-el-bahraoui.ma,https://cabinet-docteur-siham-benali-oumjoud.business.site/website/cabinet-docteur-siham-benali-oumjoud/,34.0076276,-6.5294678,"Route de Sidi Allal El Bahraoui, Sidi Allal El Bahraoui, Maroc",osm,423,148.0
Urgences,Tit Mellil تيط مليل,,,Hôpital,150.0,0522331777,urgences.titmellil@hopital-marocain.ma,https://hopital-marocain.ma/urgences-tit-mellil,33.549182,-7.4852956,"Route de la plage, Tit Mellil, Morocco",osm,424,149.0
مصحة الوفاق - Infirmerie Alwifak,,,,Clinique,200.0,+212 5 22 33 44 55,infirmerie.alwifak@gmail.com,https://www.alwifak-hospital.ma,27.1293278,-13.1811239,"Route de Rabat, 10000 Casablanca, Maroc",osm,425,
Hôpital Privé Al Khiraoui,,,,Hôpital,200.0,+212 5 22 33 44 55,info@al-khiraoui.ma,https://www.al-khiraoui.ma,32.5464322,-6.3693369,"Rue Al Khiraoui, Casablanca",osm,426,
مستوصف حي عين الرحمة,,,,Hôpital,50.0,+212 5 22 22 22,,,28.4262886,-11.110177,"الدار البيضاء, مقاطعة عين الرحمة",osm,427,
مستشفى الحسن الثاني,,,,Hôpital,1200.0,+212 5 37 63 33 33,info@hopital-hassan2.ma,https://hopital-hassan2.ma,28.4441326,-11.1111787,"Route de Rabat, 10 000 Casablanca, Maroc",osm,428,
Mustawsaf Sidi Zouine,,,,Clinique,200.0,+212 5 28 83 33 33,mustawsaf.sidi.zouine@minss.gov.ma,https://www.minss.gov.ma,31.6672166,-8.3481932,"Route de Sidi Zouine, 24000 Sidi Zouine, Maroc",osm,429,
Centre Hospitalier Provincial Mohammed VI,Al Hoceima,,,Hôpital,400.0,+212 539 83 12 00,,,35.1957408,-3.8875079,"Route de Targuist, 02300 Al Hoceima",osm,430,150.0
مصحة طب الأعين الشيخ مول العينين,,,,Clinique,50.0,0537882796,,,34.0345106,-6.8236692,"الدار البيضاء, Morocco",osm,431,
عزيزي فاطمة,الرباط,,,Clinique,500.0,+212 537 76 12 34,info@hospitalezzizifatima.ma,https://hospitalezzizifatima.ma,33.9665247,-6.902601,"الرباط, Rue de la Liberté, 10000",osm,432,151.0
عيادة ابن سينا,,,,Clinique,200.0,+212 5 22 33 44 55,info@ibnsina.ma,https://www.ibnsina.ma,34.2310161,-5.7223751,"Rue Ibn Sina, Casablanca, Maroc",osm,433,
مستشفى سيدي قاسم,,,,Hôpital,250.0,0525 83 12 34,moh@hopital-sidiqasim.ma,https://hopital-sidiqasim.ma,34.2206173,-5.6988963,"Route de Sidi Qasim, Sidi Qasim, Maroc",osm,434,
المستشفى البلدي الحي المحمدي,,,,Clinique,500.0,+212 537 73 31 31,,,32.3461616,-6.3545658,"Route de Casablanca, Hay Mohammadi, Rabat, Maroc",osm,435,
Clinical Les Fleurs,,,,Hôpital,400.0,,,,33.5815871,-7.6220232,,osm,436,
طبيب النساء و التوليد,,,,Hôpital,400.0,0535468282,,http://gynecomeknes.ma,33.8589416,-5.5717484,,osm,437,
المركز الصحي الحضري المستوى 1 الوحدة,,,,Hôpital,600.0,,,,33.8539401,-5.5449476,,osm,438,
Clinique El Wahda,,,,Hôpital,150.0,+212 5 22 33 44 55,info@elwahda.ma,https://www.elwahda.ma,35.1683846,-2.9451742,"Rue El Wahda, Casablanca",osm,439,
Centre d'Hémodialyse,,,,Hôpital,300.0,,,,33.6308643,-7.1348526,null,osm,440,
Centre Hospitalier Provincial de Benslimane,,,,Hôpital,300.0,+212 5 24 98 00 00,,,33.6304207,-7.1346264,"Route de Casablanca, 43 260 Benslimane",osm,441,
pratic fatima,,,,Clinique,50.0,,,,30.4123849,-9.5647443,,osm,442,
TARFAYA,,,,Hôpital,150.0,+212 528 83 12 34,,,27.9421014,-12.9231516,"Route de l'aéroport, 23000 Tarfaya, Maroc",osm,443,
مستشفى,,,,Hôpital,450.0,,,,34.6321673,-4.9140958,,osm,444,
SOS Medecin Rabat,Rabat,,,Clinique,100.0,+212 537 73 73 73,rabat@sosmedecin.ma,https://www.citydoctor.ma/assistance-médicale,34.0054819,-6.8502791,"Boulevard Mohammed V, 10000 Rabat, Maroc",osm,445,152.0
Optique Al Qods,Tiznit,,,Hôpital,350.0,,,,29.6918902,-9.7342685,,osm,446,153.0
Cabinet d'Endocrinologie Dr AMGHAR FATIHA,Agadir,,,Hôpital,20.0,+212 528 83 33 33,fatihamghar@endocrinologie.com,https://www.endocrinologie-agadir.com,30.4099619,-9.5895797,"Route de l'Agdal, Agadir",osm,447,154.0
المستعجلات,,,,Hôpital,450.0,,,,33.9698292,-6.8707789,Adresse non trouvée,osm,448,
Centre de Santé Rural,,,,Clinique,20.0,,,,31.8338898,-6.106502,,osm,449,
Centre de Santé Rural Niveau 2,,,,Clinique,40.0,,,,32.0673879,-5.9354204,,osm,450,
Centre de Santé Rural Niveau 1 Boutferda,,,,Clinique,30.0,,,,32.3551321,-5.832013,,osm,451,
Hôpital de Proximité Rich,,,,Hôpital,600.0,,,,32.275429,-4.4906056,,osm,452,
Health Center Imzouren,Al Hoceima,,,Hôpital,50.0,+212 539 88 23 45,centre.sante.imzouren@minss.gov.ma,,35.1455755,-3.8525583,"Route de Targuist, Imzouren, Al Hoceima",osm,453,150.0
Kiné oum & co,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,Hôpital,20.0,+212673240366,,,33.5403113,-7.5509901,"Avenue des F.A.R., 20100 Casablanca, Maroc",osm,454,155.0
